;instance;makespans;result;models;models_more;time_total;time_unsat
60;61_3_10_H.lp.out;[4010, 4010, 4010, 4010, 4010, 4010, 3744, 3744, 3698, 3698, 3698, 3678, 3640, 3640, 3640, 3640, 3640, 3384, 3384, 3384, 3384, 3384, 3384, 3384, 3227, 3227, 3227, 3227, 2866];FEASIBLE;29;True;300.001;0.0
61;62_3_49_H.lp.out;[13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13682, 13584, 13584, 13425, 13425, 13425, 13425, 13425, 13425, 13389, 13389, 13389, 13211, 13211, 13211, 13211];FEASIBLE;29;True;300.001;0.0
62;63_3_36_H.lp.out;[12240, 12240, 12240, 12240, 12240, 12240, 12240, 12240, 12240, 12039, 12039, 12039, 12039, 12039, 12039, 11969, 11969, 11969, 11969, 11969, 11952, 11952, 11952];FEASIBLE;23;True;300.001;0.0
63;64_3_20_H.lp.out;[6877, 6585, 6585, 6585, 6585, 6585, 6585, 6585, 6058, 6058, 6058, 6058, 6058, 5903, 5903, 5903, 5898, 5898, 5860, 5860, 5748, 5748, 5748, 5684, 5655, 5655, 5655, 5655, 5655, 5655, 5655, 5639, 5616, 5616, 5616, 5616, 5530, 5561, 5528, 5532, 5484];FEASIBLE;41;True;300.001;0.0
64;65_3_22_H.lp.out;[6810, 6810, 6810, 6810, 6810, 6810, 6810, 6810, 6810, 6554, 6634, 6587, 6554, 6499, 6499, 6499, 6499, 6499, 6499, 6499, 6362, 6362, 6362, 6362, 6362, 6362, 6362, 6251, 6251, 6251, 6251, 6251, 6241, 6241, 6241, 6241, 6184, 6184, 6184, 6117, 6117, 6117, 6117, 6117, 6117, 6117, 6068, 6068, 6068, 6068];FEASIBLE;50;True;300.0;0.0
65;66_3_31_H.lp.out;[9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166, 9166];FEASIBLE;14;True;300.001;0.0
66;67_3_29_H.lp.out;[9280, 9280, 9280, 9280, 9280, 9280, 9280, 9280, 9280, 9280, 9280, 8909, 8909, 8909, 8909, 8909, 8590, 8590, 8590, 8590, 8590, 8438, 8438, 8438, 8438, 8438, 8385, 8272, 8272, 8272, 8272, 8272, 8245, 8245, 8245, 8245, 8245, 8054, 8054, 8054, 8054];FEASIBLE;41;True;300.001;0.0
67;68_3_48_H.lp.out;[15944, 15944, 15944, 15944, 15944, 15944, 15944, 15944, 15944, 15944, 15478, 15478, 15478, 15478, 15478, 15478, 15478, 15478, 15478, 15478, 15478];FEASIBLE;21;True;300.001;0.0
68;69_3_38_H.lp.out;[11329, 11329, 11329, 11329, 11329, 11329, 11329, 11329, 11329, 11329, 11329];FEASIBLE;11;True;300.001;0.0
69;70_3_28_H.lp.out;[11242, 11242, 11242, 11242, 11242, 11242, 11242, 11242, 10852, 10852, 10852, 10852, 10852, 10852, 10852, 10852, 10694, 10694, 10694, 10694, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9527, 9140, 9140, 9140, 9140];FEASIBLE;36;True;300.001;0.0
70;71_3_21_H.lp.out;[];UNFEASIBLE;0;True;300.001;0.0
