;instance;makespans;result;models;models_more;time_total;time_unsat
68;69_3_38_H.lp.out;[11238, 10807, 10596, 10205, 10195, 10030];FEASIBLE;6;True;299.996;0.0
69;70_3_28_H.lp.out;[10901, 10754, 10530, 10095, 10086, 9787, 9758, 9635, 9634, 9364, 9169, 9167, 9144, 8916];FEASIBLE;14;True;299.996;0.0
70;71_3_21_H.lp.out;[5706, 5699, 5698, 5665, 5371, 5331, 5327, 5322, 5164, 5129, 5098, 4715, 4668];FEASIBLE;13;True;299.998;0.0
71;72_3_19_H.lp.out;[6475, 6386, 6198, 6182, 6110, 6081, 6063, 6050, 6040, 5998, 5984, 5893, 5859, 5781, 5617, 5517, 5501, 5452, 5416, 5357];FEASIBLE;20;True;299.997;0.0
72;73_3_13_H.lp.out;[4065, 3664, 3591, 3551, 3281, 3255, 3148, 3147, 3084, 3031];FEASIBLE;10;True;299.999;0.0
73;74_3_6_H.lp.out;[2136, 2114, 2103, 1719, 1690, 1458, 1360, 1333, 1278];OPTIMAL;9;False;0.032;0.008
74;75_3_5_H.lp.out;[1364, 1288, 1251, 1215, 1049];OPTIMAL;5;False;0.023;0.003
75;76_3_35_H.lp.out;[10406, 10348, 10153, 10096, 9970, 9775, 9587, 9534, 9455, 9435, 9387, 9343, 9186, 9134, 9114, 9024, 8979, 8958, 8947, 8913, 8900, 8873, 8863, 8850, 8430, 8420, 8408, 8372, 8365, 8337, 8335, 8285, 8277, 8271, 8262, 8256, 8253, 8216, 8199, 8195, 8131, 8129, 8126, 8125, 8108, 8075, 8061];FEASIBLE;47;True;299.979;0.0
76;77_3_41_H.lp.out;[14557, 13925, 13915, 13839, 13683, 13646, 13503, 13486, 13468, 13460, 13386, 13377, 13182, 13156, 13144];FEASIBLE;15;True;299.991;0.0
77;78_3_32_H.lp.out;[11561, 11221, 11159, 11028, 10854, 10792, 10752, 10686, 10674, 10670, 10618, 10591, 10573, 10566, 10473, 10426, 10419, 10198, 10144];FEASIBLE;19;True;299.993;0.0
78;79_3_26_H.lp.out;[8623, 8156, 7492, 7274, 7243, 7025, 6996, 6965, 6865, 6767, 6718, 6679, 6639, 6606, 6581];FEASIBLE;15;True;299.996;0.0
79;80_3_12_H.lp.out;[3427, 3267, 3223, 3013, 2919, 2869, 2755, 2737, 2545, 2514, 2502, 2499];FEASIBLE;12;True;299.999;0.0
80;81_3_39_H.lp.out;[14940, 14185, 13978, 13861, 13845, 13792, 13664, 13262];FEASIBLE;8;True;299.995;0.0
81;82_3_37_H.lp.out;[12733, 12550, 10621];FEASIBLE;3;True;299.999;0.0
82;83_3_24_H.lp.out;[9023, 7556, 7541, 7467, 7431, 7396];FEASIBLE;6;True;299.998;0.0
83;84_3_47_H.lp.out;[14528, 14475, 14405, 14380, 14254, 14219, 14149, 14097, 13977, 13912, 13844, 13823, 13760, 13449, 13434, 13383, 12920, 12912, 12899, 12883, 12869, 12746, 12718, 12698, 12642, 12564, 12543, 12500, 12478, 12427, 12393, 12328, 12322, 12225, 12223, 12211, 12210, 12193, 12138, 12119, 12118];FEASIBLE;41;True;299.964;0.0
84;85_3_20_H.lp.out;[5256, 5065, 4995, 4701, 4657, 4462, 4441, 4309, 4284];FEASIBLE;9;True;299.998;0.0
85;86_3_26_H.lp.out;[8288, 8265, 8242, 8109];FEASIBLE;4;True;299.999;0.0
86;87_3_31_H.lp.out;[10870, 10665];FEASIBLE;2;True;299.999;0.0
87;88_3_33_H.lp.out;[10504, 10363, 9741, 9711, 9694, 9656, 9632, 9533, 9418, 9415, 9385, 9337, 9335, 9216, 9212, 9019, 8935];FEASIBLE;17;True;299.993;0.0
88;89_3_17_H.lp.out;[6701, 6153, 6099, 5793, 5537, 5509, 5473, 5472, 5451, 5371, 5270, 5266, 5249, 5188, 5167, 5054, 5045, 5002, 4966, 4961, 4954, 4923, 4920, 4888, 4885];FEASIBLE;25;True;299.997;0.0
89;90_3_34_H.lp.out;[10728, 10676, 10588, 9810, 9794, 9774, 9714, 9665];FEASIBLE;8;True;299.996;0.0
90;91_3_39_H.lp.out;[14137, 13793, 13599, 13557, 13463, 13311, 13236, 13205, 12966, 12856, 12699, 12668, 12666, 12624, 12564, 12553, 12074, 12042, 11680, 11667, 11545, 11538, 11524, 11514, 11505, 11453, 11355, 11308, 11282, 11244, 11188, 11160, 11144, 11125, 11109, 11104, 11089, 11068, 11065, 11064, 11039, 11038, 11019, 11009, 10987, 10973, 10964, 10944, 10938, 10848, 10843, 10829, 10814, 10806, 10802, 10797, 10627, 10555, 10548, 10538, 10536, 10524, 10517, 10486, 10470, 10420, 10103, 10082, 10062, 10024, 9996, 9971, 9919];FEASIBLE;73;True;299.959;0.0
91;92_3_25_H.lp.out;[7333, 7301, 7234, 7211, 7156, 6908, 6855, 6844, 6833, 6824, 6772, 6662, 6606, 6562, 6532, 6500];FEASIBLE;16;True;299.995;0.0
92;93_3_18_H.lp.out;[5095, 5040, 4858, 4643, 4629, 4552, 4469, 4451, 4431, 4424, 4347, 4322, 4301, 4279, 4204, 4187, 4098, 4048, 4037, 4008, 3800, 3796, 3755];FEASIBLE;23;True;299.996;0.0
93;94_3_46_H.lp.out;[14499, 14445, 14145, 14129, 13738, 13493, 13437, 13389, 13145, 13093, 13080, 13041, 12874, 12868, 12825, 12793, 12758, 12748, 12417, 12333, 12303, 12239, 12213, 12113, 12079];FEASIBLE;25;True;299.981;0.0
94;95_3_31_H.lp.out;[8821, 8686];FEASIBLE;2;True;300.0;0.0
95;96_3_22_H.lp.out;[7511, 6674, 6554, 6552, 6531, 6351, 6299, 6275, 6270, 6262, 6241, 6208, 6206, 6189];FEASIBLE;14;True;299.997;0.0
96;97_3_31_H.lp.out;[10220, 9379, 9208, 9146];FEASIBLE;4;True;299.998;0.0
97;98_3_45_H.lp.out;[12518, 12489, 12250, 12207, 12131, 11624, 11584, 11277, 11254, 11170, 11144, 11112, 11099, 11061, 10888, 10850, 10833, 10793, 10787, 10780, 10770, 10746, 10674, 10668, 10638, 10592, 10587, 10482, 10464, 10425, 10378, 10348, 10316, 10300, 10291, 10278, 10248, 10238, 10188, 10187, 10172, 10129, 10064, 10058, 10045, 9962, 9916, 9888, 9884, 9805, 9785, 9753];FEASIBLE;52;True;299.959;0.0
98;99_3_47_H.lp.out;[15899];FEASIBLE;1;True;299.999;0.0
99;100_3_8_H.lp.out;[2442, 2356, 2344, 2268, 2262, 2242, 2241, 2236, 2220, 2219, 2217];OPTIMAL;11;False;0.204;0.013
