;instance;makespans;result;models;models_more;time_total;time_unsat
86;87_3_31_H.lp.out;[12661, 12286, 11743, 11742, 11710, 10896, 10850];FEASIBLE;7;True;299.997;0.0
87;88_3_33_H.lp.out;[9887, 9847, 9328, 9290];FEASIBLE;4;True;299.999;0.0
88;89_3_17_H.lp.out;[6839, 5350, 5338, 5304, 5266, 5249, 5144, 5125, 5094, 4961, 4959, 4951, 4945, 4935, 4899];FEASIBLE;15;True;299.998;0.0
89;90_3_34_H.lp.out;[10127];FEASIBLE;1;True;300.0;0.0
90;91_3_39_H.lp.out;[14151, 13089, 13036, 12757, 12702, 12689, 12611, 12507, 12498, 12495, 12489, 12477, 12473, 12439, 12437, 12410, 12379, 12358, 12322, 12246, 12227, 12201, 12192, 12187, 12166, 12058];FEASIBLE;26;True;299.985;0.0
91;92_3_25_H.lp.out;[7393, 6901, 6834, 6824, 6770, 6736, 6700, 6693, 6644, 6624, 6607, 6588];FEASIBLE;12;True;299.997;0.0
92;93_3_18_H.lp.out;[5095, 5041, 4725, 4514, 4385, 4265, 4178, 4151, 4127, 4008, 3971, 3891, 3888, 3879, 3865];FEASIBLE;15;True;299.997;0.0
93;94_3_46_H.lp.out;[13085];FEASIBLE;1;True;299.999;0.0
94;95_3_31_H.lp.out;[9497, 9209, 7728];FEASIBLE;3;True;299.999;0.0
95;96_3_22_H.lp.out;[8154, 7493, 7322, 7275, 6988, 6967, 6721, 6650, 6579, 6519, 6518, 6512, 6487, 6443, 6433, 6406, 6384, 6376, 6322, 6319];FEASIBLE;20;True;299.996;0.0
96;97_3_31_H.lp.out;[9667, 9080, 9033];FEASIBLE;3;True;299.999;0.0
97;98_3_45_H.lp.out;[14692, 14666, 14560, 14552, 14463, 14369, 14345, 14300, 14109, 13884, 13870, 13843, 13823, 13804, 13777, 13767, 13746, 13719, 13475, 13414, 13277, 13217, 13185, 13094, 12585, 12576, 12556, 12544, 12461, 12458, 12391, 12388, 12340, 12326, 12283, 12277, 12249, 11923, 11904, 11887, 11879, 11824, 11799, 11526, 11447, 11435, 11380, 11363, 11228, 11058, 11001, 10954, 10949, 10929, 10920, 10876, 10862, 10841, 10807, 10764, 10742, 10677, 10610, 10594, 10578, 10539, 10503, 10491, 10474, 10465, 10450, 10429, 10391, 10387, 10369, 10359, 10323, 10290, 10281, 10270, 10247, 10246, 10230, 10201, 10163, 10149, 10083, 10072, 10060, 10029];FEASIBLE;90;True;299.942;0.0
98;99_3_47_H.lp.out;[16587, 16520, 16490, 16386, 16374, 16350, 16141, 16117, 16029, 15922];FEASIBLE;10;True;299.992;0.0
